ASX Code,Dividends,Date
ARR,0.08,14/03/2023
ARR,0.1,14/02/2023
ARR,0.1,13/01/2023
ARR,0.1,14/12/2022
ARR,0.1,14/11/2022
ARR,0.1,14/10/2022
ARR,0.1,14/09/2022
ARR,0.1,12/08/2022
ARR,0.1,14/07/2022
ARR,0.1,14/06/2022
ARR,0.1,13/05/2022
ARR,0.1,14/04/2022
ARR,0.1,14/03/2022
ARR,0.1,14/02/2022
ARR,0.1,14/01/2022
ARR,0.1,14/12/2021
ARR,0.1,12/11/2021
ARR,0.1,14/10/2021
ARR,0.1,14/09/2021
ARR,0.1,13/08/2021
ARR,0.1,14/07/2021
ARR,0.1,14/06/2021
ARR,0.1,14/05/2021
ARR,0.1,14/04/2021
ARR,0.1,12/03/2021
ARR,0.1,12/02/2021
ARR,0.1,14/01/2021
ARR,0.1,14/12/2020
ARR,0.1,13/11/2020
ARR,0.1,14/10/2020
ARR,0.1,14/09/2020
ARR,0.1,14/08/2020
ARR,0.1,14/07/2020
ARR,0.09,12/06/2020
ARR,0.17,13/03/2020
ARR,0.17,13/02/2020
ARR,0.17,14/01/2020
ARR,0.17,13/12/2019
ARR,0.17,14/11/2019
ARR,0.17,11/10/2019
ARR,0.17,13/09/2019
ARR,0.17,14/08/2019
ARR,0.17,12/07/2019
ARR,0.19,14/06/2019
ARR,0.19,14/05/2019
ARR,0.19,12/04/2019
ARR,0.19,14/03/2019
ARR,0.19,14/02/2019
ARR,0.19,14/01/2019
ARR,0.19,14/12/2018
ARR,0.19,14/11/2018
ARR,0.19,12/10/2018
ARR,0.19,14/09/2018
ARR,0.19,14/08/2018
ARR,0.19,13/07/2018
ARR,0.19,14/06/2018
ARR,0.19,14/05/2018
ARR,0.19,12/04/2018
ARR,0.19,14/03/2018
ARR,0.19,14/02/2018
ARR,0.19,12/01/2018
ARR,0.19,14/12/2017
ARR,0.19,14/11/2017
ARR,0.19,13/10/2017
ARR,0.19,14/09/2017
ARR,0.19,11/08/2017
ARR,0.19,13/07/2017
ARR,0.19,13/06/2017
ARR,0.19,11/05/2017
ARR,0.19,12/04/2017
ARR,0.19,13/03/2017
ARR,0.19,13/02/2017
ARR,0.19,12/01/2017
ARR,0.22,13/12/2016
ARR,0.22,10/11/2016
ARR,0.22,12/10/2016
ARR,0.22,13/09/2016
ARR,0.22,11/08/2016
ARR,0.22,13/07/2016
ARR,0.22,13/06/2016
ARR,0.22,12/05/2016
ARR,0.27,13/04/2016
ARR,0.33,11/03/2016
ARR,0.33,10/02/2016
ARR,0.33,13/01/2016
ARR,0.33,14/12/2015
ARR,0.33,12/11/2015
ASO,0.11,25/03/2024
ASO,0.09,12/12/2023
ASO,0.09,12/09/2023
ASO,0.09,14/06/2023
ASO,0.09,22/03/2023
ASO,0.08,19/12/2022
ASO,0.08,14/09/2022
ASO,0.08,15/06/2022
ASO,0.08,16/03/2022
BMO,1.11,26/04/2024
BMO,1.12,29/01/2024
BMO,1.47,27/10/2023
BMO,1.11,27/07/2023
BMO,1.05,27/04/2023
BMO,1.07,27/01/2023
BMO,1.02,31/10/2022
BMO,1.09,1/08/2022
BMO,1.04,29/04/2022
BMO,1.04,31/01/2022
BMO,1.06,29/10/2021
BMO,0.86,2/08/2021
BMO,0.85,30/07/2021
BMO,0.86,30/04/2021
BMO,0.83,29/01/2021
BMO,0.8,30/10/2020
BMO,0.7906,3/08/2020
BMO,0.79,31/07/2020
BMO,0.76,30/04/2020
BMO,0.8,31/01/2020
BMO,0.78,31/10/2019
BMO,0.78,31/07/2019
BMO,0.74,30/04/2019
BMO,0.76,31/01/2019
BMO,0.73,31/10/2018
BMO,0.74,31/07/2018
BMO,0.73,30/04/2018
BMO,0.93,31/01/2018
BMO,0.9,31/10/2017
BMO,0.9,28/07/2017
BMO,0.88,27/04/2017
BMO,0.88,30/01/2017
BMO,0.86,28/10/2016
BMO,0.86,28/07/2016
BMO,0.6504,27/07/2016
BMO,0.84,28/04/2016
BMO,0.84,28/01/2016
BMO,0.82,29/10/2015
BMO,0.82,30/07/2015
BMO,0.8,29/04/2015
BMO,0.8,29/01/2015
BMO,0.78,30/10/2014
BMO,0.78,30/07/2014
BTR,0.21,26/12/2023
CDR,19.52,18/08/2022
CDR,0.07,10/02/2022
CDR,0.066,10/11/2021
CDR,0.07,9/08/2021
CDR,0.07,7/05/2021
CDR,0.07,9/02/2021
CDR,0.01,9/11/2020
CDR,0.01,7/08/2020
CDR,0.01,7/05/2020
CDR,0.05,7/02/2020
CDR,0.05,7/11/2019
CDR,0.05,8/08/2019
CDR,0.05,9/05/2019
CDR,0.05,7/02/2019
CDR,0.05,8/11/2018
CDR,0.05,9/08/2018
CDR,0.05,10/05/2018
CDR,0.05,9/02/2018
CDR,0.05,9/11/2017
CDR,0.05,9/08/2017
CDR,0.05,10/05/2017
CDR,0.05,8/02/2017
CDR,0.05,8/11/2016
CDR,0.05,10/08/2016
CDR,0.05,6/05/2016
CDR,0.05,10/02/2016
CDR,0.05,6/11/2015
CDR,0.05,6/08/2015
CDR,0.05,6/05/2015
CDR,0.05,6/02/2015
CDR,0.05,6/11/2014
CDR,0.05,6/08/2014
CPT,1.03,27/03/2024
CPT,1,14/12/2023
CPT,1,28/09/2023
CPT,1,29/06/2023
CPT,1,30/03/2023
CPT,0.94,15/12/2022
CPT,0.94,29/09/2022
CPT,0.94,29/06/2022
CPT,0.94,30/03/2022
CPT,0.83,15/12/2021
CPT,0.83,29/09/2021
CPT,0.83,29/06/2021
CPT,0.83,30/03/2021
CPT,0.13,19/02/2021
CPT,0.83,15/12/2020
CPT,0.83,29/09/2020
CPT,0.83,29/06/2020
CPT,0.83,30/03/2020
CPT,0.8,13/12/2019
CPT,0.8,27/09/2019
CPT,0.8,27/06/2019
CPT,0.8,28/03/2019
CPT,0.77,14/12/2018
CPT,0.77,27/09/2018
CPT,0.77,28/06/2018
CPT,0.77,28/03/2018
CPT,0.75,14/12/2017
CPT,0.75,28/09/2017
CPT,0.75,28/06/2017
CPT,0.75,29/03/2017
CPT,0.75,14/12/2016
CPT,0.75,28/09/2016
CPT,4.25,21/09/2016
CPT,0.75,28/06/2016
CPT,0.75,29/03/2016
CPT,0.7,15/12/2015
CPT,0.7,28/09/2015
CPT,0.7,26/06/2015
CPT,0.7,27/03/2015
CPT,0.66,15/12/2014
CPT,0.66,26/09/2014
CSX,0.12,28/02/2024
CSX,0.11,29/11/2023
CSX,0.11,30/08/2023
CSX,0.11,30/05/2023
CSX,0.11,27/02/2023
CSX,0.1,29/11/2022
CSX,0.1,30/08/2022
CSX,0.1,27/05/2022
CSX,0.1,25/02/2022
CSX,0.09333,29/11/2021
CSX,0.09,30/08/2021
CSX,0.28,27/05/2021
CSX,0.28,25/02/2021
CSX,0.26,27/11/2020
CSX,0.26,28/08/2020
CSX,0.26,28/05/2020
CSX,0.26,27/02/2020
CSX,0.24,27/11/2019
CSX,0.24,29/08/2019
CSX,0.24,30/05/2019
CSX,0.24,27/02/2019
CSX,0.22,29/11/2018
CSX,0.22,30/08/2018
CSX,0.22,30/05/2018
CSX,0.22,28/02/2018
CSX,0.2,29/11/2017
CSX,0.2,29/08/2017
CSX,0.2,26/05/2017
CSX,0.18,24/02/2017
CSX,0.18,28/11/2016
CSX,0.18,29/08/2016
CSX,0.18,26/05/2016
CSX,0.18,25/02/2016
CSX,0.18,25/11/2015
CSX,0.18,27/08/2015
CSX,0.18,27/05/2015
CSX,0.16,25/02/2015
CSX,0.16,25/11/2014
CSX,0.16,27/08/2014
CTT,0.08,27/05/2022
CTT,0.08,25/02/2022
CTT,0.075,29/11/2021
CTT,0.14,30/08/2021
CTT,0.14,27/05/2021
CTT,0.14,25/02/2021
CTT,0.14,27/11/2020
CTT,0.14,28/08/2020
CTT,0.14,28/05/2020
CTT,0.14,27/02/2020
CTT,0.14,25/11/2019
CTT,0.14,29/08/2019
CTT,0.14,30/05/2019
CTT,0.14,27/02/2019
CTT,0.14,29/11/2018
CTT,0.14,29/08/2018
CTT,0.14,30/05/2018
CTT,0.14,27/02/2018
CTT,0.14,29/11/2017
CTT,0.14,28/08/2017
CTT,0.14,26/05/2017
CTT,0.14,24/02/2017
CTT,0.14,16/11/2016
CTT,0.14,26/08/2016
CTT,0.14,25/05/2016
CTT,0.13,25/02/2016
CTT,0.13,24/11/2015
CTT,0.13,26/08/2015
CTT,0.13,27/05/2015
CTT,0.13,26/02/2015
CTT,0.13,24/11/2014
CTT,0.13,27/08/2014
DEX,0.05,23/02/2023
DEX,0.05,19/01/2023
DEX,0.05,21/12/2022
DEX,0.05,17/11/2022
DEX,0.05,20/10/2022
DGL,51.53144,10/03/2023
DGL,0.35,19/12/2022
DGL,0.86,23/12/2019
DGL,0.58,24/12/2018
DGL,0.04,18/12/2017
DOC,0.23,2/01/2024
DOC,0.23,2/10/2023
DOC,0.23,3/07/2023
DOC,0.23,3/04/2023
DOC,0.23,3/01/2023
DOC,0.23,3/10/2022
DOC,0.23,1/07/2022
DOC,0.23,30/03/2022
DOC,0.23,3/01/2022
DOC,0.23,1/10/2021
DOC,0.23,1/07/2021
DOC,0.23,31/03/2021
DOC,0.23,4/01/2021
DOC,0.23,1/10/2020
DOC,0.23,1/07/2020
DOC,0.23,1/04/2020
DOC,0.23,2/01/2020
DOC,0.23,2/10/2019
DOC,0.23,2/07/2019
DOC,0.23,2/04/2019
DOC,0.23,3/01/2019
DOC,0.23,2/10/2018
DOC,0.23,2/07/2018
DOC,0.23,2/04/2018
DOC,0.23,2/01/2018
DOC,0.23,2/10/2017
DOC,0.23,29/06/2017
DOC,0.23,3/04/2017
DOC,0.23,3/01/2017
DOC,0.23,4/10/2016
DOC,0.23,30/06/2016
DOC,0.23,30/03/2016
DOC,0.23,13/01/2016
DOC,0.23,14/10/2015
DOC,0.23,15/07/2015
DOC,0.23,15/04/2015
DOC,0.23,21/01/2015
DOC,0.23,15/10/2014
DOC,0.23,16/07/2014
DUG,0.07,20/03/2024
DUG,0.17,20/12/2023
DUG,0.08,20/09/2023
DUG,0.11,21/06/2023
DUG,0.13,22/03/2023
DUG,0.04,22/12/2022
DUG,0.03,25/03/2020
DUG,0.06,24/12/2019
DUG,0.06,25/09/2019
DUG,0.05,25/06/2019
DUG,0.04,20/03/2019
DUG,0.13,26/12/2018
DUG,0.02,26/09/2018
EDV,0.77,1/04/2024
EDV,0.74,22/12/2023
EDV,0.21,1/12/2023
EDV,0.74,2/10/2023
EDV,0.73,3/07/2023
EDV,0.67,3/04/2023
EDV,0.69,23/12/2022
EDV,0.68,3/10/2022
EDV,0.71,1/07/2022
EDV,0.64,1/04/2022
EDV,0.68,23/12/2021
EDV,0.71,1/10/2021
EDV,0.7,1/07/2021
EDV,0.65,1/04/2021
EDV,6.1,23/12/2020
EDV,0.7,1/10/2020
EDV,0.8,1/07/2020
EDV,0.84,1/04/2020
EDV,2.11,23/12/2019
EDV,0.83,26/09/2019
EDV,0.79,21/06/2019
EDV,0.82,21/03/2019
EDV,0.83,13/12/2018
EDV,0.84,24/09/2018
EDV,0.84,18/06/2018
EDV,0.79,16/03/2018
EDV,1.16,26/12/2017
EDV,0.82,27/09/2017
EDV,0.85,28/06/2017
EDV,0.7,22/03/2017
EDV,3.43,14/12/2016
EDV,0.87,20/09/2016
EDV,0.82,21/06/2016
EDV,0.7,21/03/2016
EDV,2.27,17/12/2015
EDV,0.88,21/09/2015
EDV,0.91,22/06/2015
EDV,0.75,23/03/2015
EDV,1.37,18/12/2014
EDV,0.85,22/09/2014
EMD,0.08,22/04/2024
EMD,0.08,20/03/2024
EMD,0.08,21/02/2024
EMD,0.08,23/01/2024
EMD,0.08,20/12/2023
EMD,0.08,21/11/2023
EMD,0.08,23/10/2023
EMD,0.08,21/09/2023
EMD,0.07,23/08/2023
EMD,0.07,21/07/2023
EMD,0.07,22/06/2023
EMD,0.07,22/05/2023
EMD,0.07,20/04/2023
EMD,0.07,23/03/2023
EMD,0.08,17/02/2023
EMD,0.08,23/01/2023
EMD,0.08,21/12/2022
EMD,0.08,21/11/2022
EMD,0.08,21/10/2022
EQR,0.68,22/03/2024
EQR,0.66,29/12/2023
EQR,0.66,25/09/2023
EQR,0.66,23/06/2023
EQR,0.66,24/03/2023
EQR,0.63,30/12/2022
EQR,0.63,23/09/2022
EQR,0.63,24/06/2022
EQR,0.63,25/03/2022
EQR,0.6,31/12/2021
EQR,0.6,24/09/2021
EQR,0.6,25/06/2021
EQR,0.6,26/03/2021
EQR,0.6,31/12/2020
EQR,0.6,24/09/2020
EQR,0.6,19/06/2020
EQR,0.6,20/03/2020
EQR,0.57,31/12/2019
EQR,0.57,27/09/2019
EQR,0.57,27/06/2019
EQR,0.57,22/03/2019
EQR,0.54,31/12/2018
EQR,0.54,21/09/2018
EQR,0.54,22/06/2018
EQR,0.54,23/03/2018
EQR,0.5,29/12/2017
EQR,0.5,22/09/2017
EQR,0.5,22/06/2017
EQR,0.5,23/03/2017
EQR,0.5,22/12/2016
EQR,3.5,22/09/2016
EQR,0.5,23/06/2016
EQR,0.5,22/03/2016
EQR,8,1/03/2016
EQR,0.55,23/12/2015
EQR,0.55,17/09/2015
EQR,0.55,24/06/2015
EQR,0.55,19/03/2015
EQR,0.5,23/12/2014
EQR,0.5,18/09/2014
ESS,2.45,27/03/2024
ESS,2.31,29/12/2023
ESS,2.31,28/09/2023
ESS,2.31,29/06/2023
ESS,2.31,30/03/2023
ESS,2.2,30/12/2022
ESS,2.2,29/09/2022
ESS,2.2,29/06/2022
ESS,2.2,30/03/2022
ESS,2.09,31/12/2021
ESS,2.09,29/09/2021
ESS,2.09,29/06/2021
ESS,2.09,30/03/2021
ESS,2.08,31/12/2020
ESS,2.08,29/09/2020
ESS,2.08,29/06/2020
ESS,2.08,30/03/2020
ESS,1.95,31/12/2019
ESS,1.95,27/09/2019
ESS,1.95,27/06/2019
ESS,1.95,28/03/2019
ESS,1.86,31/12/2018
ESS,1.86,27/09/2018
ESS,1.86,28/06/2018
ESS,1.86,28/03/2018
ESS,1.75,28/12/2017
ESS,1.75,28/09/2017
ESS,1.75,28/06/2017
ESS,1.75,29/03/2017
ESS,1.6,28/12/2016
ESS,1.6,28/09/2016
ESS,1.6,28/06/2016
ESS,1.6,29/03/2016
ESS,1.44,30/12/2015
ESS,1.44,28/09/2015
ESS,1.44,26/06/2015
ESS,1.44,27/03/2015
ESS,1.3,30/12/2014
ESS,1.3,26/09/2014
FFR,0.34,23/09/2021
FFR,0.32,25/06/2020
FFR,0.02,26/03/2020
FFR,1.62,13/12/2019
FFR,0.31,25/09/2019
FFR,0.26,14/06/2019
FFR,0.22,21/03/2019
FFR,0.64,18/12/2018
FFR,0.34,14/09/2018
FFR,0.36,21/06/2018
FFR,0.07,22/03/2018
FFR,0.9,21/12/2017
FFR,0.21,21/09/2017
FFR,0.29,22/06/2017
FFR,0.96,21/12/2016
FFR,0.3,21/09/2016
FFR,0.34,22/06/2016
FFR,0.16,23/03/2016
FFR,0.13,23/12/2015
FFR,0.29,23/09/2015
FFR,0.3,24/06/2015
FFR,0.03,25/03/2015
FFR,0.73,23/12/2014
FFR,0.26,23/09/2014
FNX,0.17,21/03/2024
FNX,0.44,22/12/2023
FNX,0.24,22/09/2023
FNX,0.21,27/06/2023
FNX,0.28,24/03/2023
FNX,0.38,23/12/2022
FNX,0.3,23/09/2022
FNX,0.2,24/06/2022
FNX,0.17,25/03/2022
FNX,0.41,23/12/2021
FNX,0.37,23/09/2021
FNX,0.17,24/06/2021
FNX,0.01,25/03/2021
FNX,0.34,24/12/2020
FNX,0.25,24/09/2020
FNX,0.18,25/06/2020
FNX,0.1,26/03/2020
FNX,0.39,13/12/2019
FNX,0.29,25/09/2019
FNX,0.15,14/06/2019
FNX,0.05,21/03/2019
FNX,0.26,18/12/2018
FNX,0.1,14/09/2018
FNX,0.2,21/06/2018
FNX,0.02,22/03/2018
FNX,0.26,21/12/2017
FNX,0.12,21/09/2017
FNX,0.13,22/06/2017
FNX,0.08,23/03/2017
FNX,0.21,21/12/2016
FNX,0.14,21/09/2016
FNX,0.15,22/06/2016
FNX,0.1,23/03/2016
FNX,0.16,23/12/2015
FNX,0.11,23/09/2015
FNX,0.12,24/06/2015
FNX,0.12,25/03/2015
FNX,0.16,23/12/2014
FNX,0.1,23/09/2014
GEN,0.13,15/02/2024
GEN,0.13,17/11/2023
GEN,0.13,18/08/2023
GEN,0.13,19/05/2023
GEN,0.13,16/02/2023
GEN,0.13,18/11/2022
GEN,0.13,19/08/2022
GEN,0.13,7/06/2022
GEN,0.13,18/02/2022
GEN,0.13,19/11/2021
GEN,0.13,20/08/2021
GEN,0.13,8/06/2021
GEN,0.13,19/02/2021
GEN,0.13,20/11/2020
GEN,0.13,21/08/2020
GEN,0.13,9/06/2020
GEN,0.13,21/02/2020
GEN,12,3/02/2020
GEN,0.13,22/11/2019
GEN,0.08,23/08/2019
GEN,0.08,7/06/2019
GEN,0.08,15/02/2019
GEN,0.08,16/11/2018
GEN,0.08,17/08/2018
GEN,0.08,7/06/2018
GEN,0.08,21/02/2018
GEN,0.08,17/11/2017
GEN,0.08,17/08/2017
GEN,0.08,5/06/2017
GEN,0.08,15/02/2017
GEN,0.08,17/11/2016
GEN,0.08,18/08/2016
GEN,0.08,6/06/2016
GEN,4,4/03/2016
GEN,0.15,18/02/2016
GEN,0.15,19/11/2015
GEN,0.15,24/08/2015
GEN,0.15,8/06/2015
GEN,0.15,24/02/2015
GEN,0.15,20/11/2014
GEN,0.15,25/08/2014
HHR,0.84,21/01/2022
HHR,0.47,8/06/2021
HHR,0.5,26/03/2020
HHR,0.36,13/06/2019
HMY,0.08,11/04/2024
HMY,0.04,12/10/2023
HMY,0.01,13/10/2022
HMY,0.03,7/04/2022
HMY,0.02,14/10/2021
HMY,0.07,15/04/2021
HMY,0.03,12/10/2017
HMY,0.03,15/03/2017
HMY,0.03,14/09/2016
HPP,0.05,15/03/2024
HPP,0.13,16/06/2023
HPP,0.25,17/03/2023
HPP,0.25,16/12/2022
HPP,0.25,16/09/2022
HPP,0.25,16/06/2022
HPP,0.25,18/03/2022
HPP,0.25,17/12/2021
HPP,0.25,17/09/2021
HPP,0.25,17/06/2021
HPP,0.25,18/03/2021
HPP,0.25,18/12/2020
HPP,0.25,17/09/2020
HPP,0.25,18/06/2020
HPP,0.25,19/03/2020
HPP,0.25,19/12/2019
HPP,0.25,19/09/2019
HPP,0.25,14/06/2019
HPP,0.25,15/03/2019
HPP,0.25,14/12/2018
HPP,0.25,17/09/2018
HPP,0.25,18/06/2018
HPP,0.25,16/03/2018
HPP,0.25,15/12/2017
HPP,0.25,18/09/2017
HPP,0.25,16/06/2017
HPP,0.25,16/03/2017
HPP,0.2,15/12/2016
HPP,0.2,16/09/2016
HPP,0.2,16/06/2016
HPP,0.2,16/03/2016
HPP,0.2,16/12/2015
HPP,0.13,16/09/2015
HPP,0.13,17/06/2015
HPP,0.13,18/03/2015
HPP,0.13,17/12/2014
HPP,0.13,17/09/2014
HUM,0.89,27/03/2024
HUM,0.89,28/12/2023
HUM,0.89,28/09/2023
HUM,0.89,29/06/2023
HUM,0.89,30/03/2023
HUM,0.79,29/12/2022
HUM,0.79,29/09/2022
HUM,0.79,29/06/2022
HUM,0.79,30/03/2022
HUM,0.7,30/12/2021
HUM,0.7,29/09/2021
HUM,0.7,29/06/2021
HUM,0.7,30/03/2021
HUM,0.63,30/12/2020
HUM,0.63,29/09/2020
HUM,0.63,29/06/2020
HUM,0.63,30/03/2020
HUM,0.55,30/12/2019
HUM,0.55,27/09/2019
HUM,0.55,27/06/2019
HUM,0.55,28/03/2019
HUM,0.5,28/12/2018
HUM,0.5,27/09/2018
HUM,0.5,28/06/2018
HUM,0.5,28/03/2018
HUM,0.4,28/12/2017
HUM,0.4,28/09/2017
HUM,0.4,28/06/2017
HUM,0.4,29/03/2017
HUM,0.29,10/01/2017
HUM,0.29,11/10/2016
HUM,0.29,28/06/2016
HUM,0.29,29/03/2016
HUM,0.29,28/12/2015
HUM,0.29,28/09/2015
HUM,0.29,26/06/2015
HUM,0.28,27/03/2015
HUM,0.28,29/12/2014
HUM,0.28,26/09/2014
HXL,0.15,8/02/2024
HXL,0.13,2/11/2023
HXL,0.13,3/08/2023
HXL,0.13,4/05/2023
HXL,0.13,9/02/2023
HXL,0.1,3/11/2022
HXL,0.1,4/08/2022
HXL,0.1,5/05/2022
HXL,0.1,10/02/2022
HXL,0.17,13/02/2020
HXL,0.17,31/10/2019
HXL,0.17,1/08/2019
HXL,0.15,2/05/2019
HXL,0.15,4/02/2019
HXL,0.15,1/11/2018
HXL,0.15,2/08/2018
HXL,0.13,3/05/2018
HXL,0.13,5/02/2018
HXL,0.13,31/10/2017
HXL,0.13,1/08/2017
HXL,0.11,28/04/2017
HXL,0.11,6/02/2017
HXL,0.11,31/10/2016
HXL,0.11,1/08/2016
HXL,0.11,2/05/2016
HXL,0.1,3/02/2016
HXL,0.1,29/10/2015
HXL,0.1,30/07/2015
HXL,0.1,30/04/2015
HXL,0.1,30/01/2015
ICE,0.45,14/03/2024
ICE,0.42,13/12/2023
ICE,0.42,14/09/2023
ICE,0.42,14/06/2023
ICE,0.42,16/03/2023
ICE,0.38,14/12/2022
ICE,0.38,15/09/2022
ICE,0.38,14/06/2022
ICE,0.38,16/03/2022
ICE,0.33,16/12/2021
ICE,0.33,15/09/2021
ICE,0.33,15/06/2021
ICE,0.33,16/03/2021
ICE,0.3,15/12/2020
ICE,0.3,15/09/2020
ICE,0.3,15/06/2020
ICE,0.3,16/03/2020
ICE,0.28,13/12/2019
ICE,0.28,13/09/2019
ICE,0.28,13/06/2019
ICE,0.28,14/03/2019
ICE,0.24,13/12/2018
ICE,0.24,12/09/2018
ICE,0.24,13/06/2018
ICE,0.24,14/03/2018
ICE,0.2,13/12/2017
ICE,0.2,12/12/2017
ICE,0.2,14/09/2017
ICE,0.2,13/09/2017
ICE,0.2,14/06/2017
ICE,0.2,14/03/2017
ICE,0.17,13/12/2016
ICE,0.85,14/09/2016
ICE,0.85,14/06/2016
ICE,0.85,14/03/2016
ICE,0.75,14/12/2015
ICE,0.75,14/09/2015
ICE,0.75,12/06/2015
ICE,0.65,13/03/2015
ICE,0.65,12/12/2014
ICE,0.65,12/09/2014
ICL,0.05,14/03/2024
ICL,0.05,4/12/2023
ICL,0.06,29/08/2023
ICL,0.113,31/05/2023
ICL,0.11,30/05/2023
ICL,0.14,28/02/2023
ICL,0.24,29/11/2022
ICL,0.29,31/08/2022
ICL,0.28,30/08/2022
ICL,0.24,31/05/2022
ICL,0.13,22/02/2022
ICL,0.08,2/12/2021
ICL,0.04,1/12/2021
ICL,0.05,17/08/2021
ICL,0.05,1/06/2021
ICL,0.03,2/03/2021
ICL,0.02,1/12/2020
ICL,0.03,1/09/2020
ICL,0.02,2/06/2020
ICL,0.02,3/03/2020
ICL,0.05,3/12/2019
ICL,0.06,9/09/2019
ICL,0.06,5/06/2019
ICL,0.058,4/06/2019
ICL,0.05,27/02/2019
ICL,0.05,3/12/2018
ICL,0.04,20/08/2018
ICL,0.04,5/06/2018
ICL,0.05,28/02/2018
ICL,0.19,27/02/2018
ICL,0.04,5/12/2017
ICL,0.15,4/12/2017
ICL,0.02,25/08/2017
ICL,0.03,2/06/2017
ICL,0.04,20/03/2017
ICL,0.05,16/12/2016
ICL,0.05,9/09/2016
ICL,0.028,7/06/2016
ICL,0.03,3/06/2016
ICL,0.05,1/04/2016
ICL,0.07,27/11/2015
ICL,0.04,25/08/2015
ICL,0.12,5/06/2015
ICL,0.05,10/04/2015
ICL,0.1,1/12/2014
ICL,0.0367,4/09/2014
IXC,0.64,20/12/2023
IXC,0.71,7/06/2023
IXC,1.1,13/12/2022
IXC,0.43,10/06/2021
IXC,0.6,14/12/2020
IXC,0.39,15/06/2020
IXC,1.48,16/12/2019
IXC,0.68,17/06/2019
IXC,0.54,18/12/2018
IXC,0.49,19/06/2018
IXC,0.56,21/12/2017
IXC,0.53,20/06/2017
IXC,0.48,22/12/2016
IXC,0.52,21/06/2016
IXC,0.53,21/12/2015
IXC,0.53,24/06/2015
IXC,0.53,19/12/2014
MAN,1.47,30/11/2023
MAN,1.47,31/05/2023
MAN,1.36,30/11/2022
MAN,1.36,31/05/2022
MAN,1.26,30/11/2021
MAN,1.26,28/05/2021
MAN,1.17,30/11/2020
MAN,1.09,29/05/2020
MAN,1.09,29/11/2019
MAN,1.09,31/05/2019
MAN,1.01,30/11/2018
MAN,1.01,31/05/2018
MAN,0.93,30/11/2017
MAN,0.93,30/05/2017
MAN,0.86,29/11/2016
MAN,0.86,27/05/2016
MAN,0.8,27/11/2015
MAN,0.8,28/05/2015
MAN,0.49,26/11/2014
MIO,0.05,18/04/2024
MIO,0.05,14/03/2024
MIO,0.04,15/02/2024
MIO,0.04,18/01/2024
MIO,0.04,11/12/2023
MIO,0.04,15/11/2023
MIO,0.04,17/10/2023
MIO,0.04,19/09/2023
MIO,0.04,17/08/2023
MIO,0.04,20/07/2023
MIO,0.04,15/06/2023
MIO,0.04,17/05/2023
MIO,0.04,18/04/2023
MIO,0.05,16/03/2023
MIO,0.05,16/02/2023
MIO,0.05,18/01/2023
MIO,0.06,12/12/2022
MIO,0.06,15/11/2022
MIO,0.04,18/10/2021
MPA,0.05,12/04/2024
MPA,0.05,14/03/2024
MPA,0.05,14/02/2024
MPA,0.05,11/01/2024
MPA,0.05,14/12/2023
MPA,0.03,14/11/2023
MPA,0.03,13/10/2023
MPA,0.03,14/09/2023
MPA,0.03,14/08/2023
MPA,0.03,13/07/2023
MPA,0.03,14/06/2023
MPA,0.03,12/05/2023
MPA,0.03,13/04/2023
MPA,0.03,14/03/2023
MPA,0.03,14/02/2023
MPA,0.03,12/01/2023
MPA,0.03,15/12/2022
MPA,0.04,14/11/2022
MYD,0.05,12/04/2024
MYD,0.05,14/03/2024
MYD,0.05,14/02/2024
MYD,0.05,11/01/2024
MYD,0.05,14/12/2023
MYD,0.04,14/11/2023
MYD,0.04,13/10/2023
MYD,0.04,14/09/2023
MYD,0.04,14/08/2023
MYD,0.04,13/07/2023
MYD,0.04,14/06/2023
MYD,0.04,12/05/2023
MYD,0.04,13/04/2023
MYD,0.04,14/03/2023
MYD,0.04,14/02/2023
MYD,0.04,12/01/2023
MYD,0.04,15/12/2022
MYD,0.04,14/11/2022
NMR,0.04,29/09/2022
NMR,0.11,30/03/2022
NMR,0.07056,29/09/2021
NMR,0.1368,30/03/2021
NMR,0.19135,29/09/2020
NMR,0.04585,30/03/2020
NMR,0.13704,27/09/2019
NMR,0.02768,28/03/2019
NMR,0.02637,27/09/2018
NMR,0.10036,28/03/2018
NMR,0.07989,28/09/2017
NMR,0.09878,30/03/2017
NMR,0.1,29/03/2017
NMR,0.07848,29/09/2016
NMR,0.08,28/09/2016
NMR,0.0274,30/03/2016
NMR,0.03,29/03/2016
NMR,0.08118,29/09/2015
NMR,0.08,28/09/2015
NMR,0.10406,30/03/2015
NMR,0.1,27/03/2015
NMR,0.05045,28/09/2014
NMR,0.05,25/09/2014
OPY,0.15,8/02/2024
OPY,0.15,9/11/2023
OPY,0.15,10/08/2023
OPY,0.15,11/05/2023
OPY,0.15,9/02/2023
OPY,0.15,9/11/2022
OPY,0.15,11/08/2022
OPY,0.15,12/05/2022
OPY,0.15,10/02/2022
OPY,1,23/12/2021
OPY,0.15,10/11/2021
OPY,0.15,11/08/2021
OPY,0.12,13/05/2021
OPY,0.12,11/02/2021
OPY,1,22/12/2020
OPY,0.12,10/11/2020
OPY,0.12,12/08/2020
OPY,0.12,14/05/2020
OPY,0.12,13/02/2020
OPY,0.12,7/11/2019
OPY,0.12,8/08/2019
OPY,0.11,9/05/2019
OPY,0.11,14/02/2019
OPY,0.11,8/11/2018
